State,County,FIPS Code,Geographic Coordinates,Life Expectancy,Current Adult Asthma,Stroke,COPD,CHD,High Blood Pressure ,Delay (congestion) per capita/census tract,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Food Insecurity,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI) ,Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Black Carbon,Agricultural pesticides,Lead Paint: % housing units built before 1960,Lead in drinking water violations,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs) ,Facilities with Enforcement or Violation,Landfills,TSCA Facilities ,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Temperature-related mortality,Deaths from climate disasters,Increased PM2.5 mortality - CVD (ages 65+),Increased Ozone mortality (all ages),Increase in childhood asthma incidence,Aedes aldopictus dengue transmission increase,Aedes aegypti dengue transmission increase,Aedes aegypti zika transmission increase,FEMA Hazard Mitigation Grants ,Flooding risk to properties,Residential Energy Expenditures (% change),Methane Emissions,Cold Wave - Annualized Frequency,Days with maximum temperature above 35 C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Drought - Annualized Frequency,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index
IL,DuPage,17043841704,"+41.8940709,-088.1241889",80.6,8.9,2.2,5.1,4.4,29,74,1.35,0,142.14,3.37,1,1.628075469,,6,20.73,20.33,0.19,0.22,,0,102.576219552819,53.9426994,18500,0.5,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,42.97722910807,0,,1.53471023170876,0.153728386213795,7.02866043325225,4.679732088,,,0.260069177193773,4.222382997,,8.693,3.748,36.88,2,53.2,0,-1.856730802,5220,-1E-04,4.43E-06,-9.9E-05,0,2,4,21662611.62,0.5,0.031368797,686480130386,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.3333333333333,9.722222222,-0.212364414,8.52E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841705,"+41.8968771,-088.0647043",79.3,8.9,2.7,6.1,5.4,30.4,74,1.58,0,140.04,3.73,1,4.793665358,,6,28.62,25.48,1.68,1.46,,0,853.305398210853,54.8080711,15100,0.4,0.06,0.01,0.06,0.07,0.01,0.02,0.03,30,9.91791983,4.452574526,25.8448491486748,0,,0.000397340910472,0.089644267189044,3.42615811321266,3.755528326,,,0.585794768223815,3.15277295,,8.822,4.145,36.32,5,39.2,2,-1.856730802,5220,-1E-04,4.43E-06,-0.000132,0,2,4,21662611.62,0.5,0.031368797,580726661847,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,9.722222222,-0.212364414,2.76E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841706,"+41.8930808,-088.0346913",81.4,8.6,2.2,4.9,4.1,26.5,74,1.58,0,121.8,4.3,1,6.322576364,,6,125.88,115.96,4.98,4.94,,1,2692.61344686666,53.7870407,6730,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,76.2090278310489,0,,0.0004784830149825,0.078120057336442,2.46326802186388,3.579720532,,,0.471777357033573,3.270922188,,8.727,4.413,35.83,5,38.1,6.9,-1.856730802,5220,-0.00011,4.43E-06,-8.73E-05,0,2,4,21662611.62,0.5,0.031368797,612969864808,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.3333333333333,8.555555555,-0.212364414,5.28E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841801,"+41.8803114,-088.1051984",87.3,8.7,2.4,5.3,5.1,29.5,74,1.53,0,,3.2,1,3.489952156,13,6,9.69,9.69,0,0,,0,95.8545952123799,52.9574509,13300,0.4,0.06,0.01,0.06,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,12.816930829048,0,,0.029354752660699,0.120974649994766,3.83738350468753,2.871721406,,,0.207593030695033,3.114282068,,8.5,3.785,37.18,4,35.6,1.2,-1.856730802,5220,-1E-04,4.43E-06,-0.000108,0,2,4,21662611.62,0.5,0.031368797,560194622330,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,9.722222222,-0.212364414,3.35E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841802,"+41.8793255,-088.1334680",88.2,8.5,2.2,5,4.7,29.6,74,1.55,0,138.06,4.05,1,1.777687558,20,6,7.65,7.58,0.05,0.02,,0,102.513806079851,51.6812897,11400,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,8.84721614411608,0,,0.6342544330367,0.167586175393867,4.31049878813599,3.756181728,,,0.212733279295037,2.421340548,,8.614,3.581,37.25,6,35.8,0.3,-1.856730802,5220,-0.00011,4.43E-06,-9.28E-05,0,2,4,21662611.62,0.5,0.031368797,517252629248,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,9.722222222,-0.212364414,1.4E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841901,"+41.8818060,-088.0859132",81.8,8.1,2.1,4.4,4.5,29.2,74,1.54,0,,3.77,1,5.111175211,,6,9.27,9.27,0,0,,0,77.7992200477206,49.4878693,6840,0.4,0.06,0.01,0.05,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,10.9376948243564,0,,3.8E-05,0.10640190089375,2.9379370369239,2.295728184,,,0.203983294159189,2.454869496,,8.5,4.046,37.06,0,34.4,0.2,-1.856730802,5220,-1E-04,4.43E-06,-9.54E-05,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,8.944444444,-0.212364414,1.36E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841902,"+41.8710332,-088.0943902",80.7,9.6,1.1,3.1,2.2,15,74,1.55,0,,4.65,1,5.11800462,,6,1.13,1.13,0,0,,1,46.6144504896503,51.6908607,6840,0.4,0.06,0.01,0.05,0.07,0.008,0.02,0.03,30,9.91791983,4.452574526,10.6504791856552,0,,1.12E-06,0.122810385542534,3.38776431221814,1.074378725,,,0.169773830693535,1.429934621,,8.55,3.95,37.05,1,47.4,0.9,-1.856730802,5220,-0.00012,4.43E-06,-0.000125,0,2,4,21662611.62,0.5,0.031368797,626417416443,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,8.555555555,-0.212364414,6.12E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842000,"+41.8833480,-088.0606064",84.3,8.2,2,4.3,4.4,28.4,74,1.64,0,336.09,4.33,1,6.182758371,11,6,8.1,8.06,0.03,0.01,,0,108.584720983855,51.2695885,7920,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,1.21626266560583,0,,0.000218170318974,0.089338137357444,2.15382017902956,2.453885116,,,0.200783352910265,2.11545115,,8.65,4.286,36.56,6,25.3,6.9,-1.856730802,5220,-1E-04,4.43E-06,-0.000108,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,8.944444444,-0.212364414,3.78E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842100,"+41.8710506,-088.0505573",83.1,8.3,2.7,5.3,5.7,31.7,74,1.64,0,227.23,4.3,1,7.985328425,14,6,11.74,10.79,0.71,0.24,,1,466.798231061538,50.3712616,8230,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,9.82271008729772,0,,0.000138244367305,0.087024583742217,0.946241743026435,1.28593233,,,0.162606799687588,1.578709394,,8.72,4.317,36.2,7,33.9,0.2,-1.856730802,5220,-1E-04,4.43E-06,-0.000106,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,8.555555555,-0.212364414,2.7E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842200,"+41.8747570,-088.0657113",87.6,8.4,2.4,4.9,5,29.8,74,1.64,0,278.63,4.65,1,6.630732212,10,6,1.51,1.49,0.02,0,,3,63.8996100984692,51.0817604,6870,0.4,0.06,0.01,0.05,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,1.38400683325889,0,,8.28E-05,0.095539152097156,1.19170609060133,1.327644908,,,0.167751858520447,1.392713438,,8.6,4.124,36.77,5,43.3,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000131,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,8.555555555,-0.212364414,2.18E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842300,"+41.8679698,-088.0732767",83.1,8.1,2,4.2,4.3,28.3,74,1.64,0,153.86,4.65,1,6.545051961,9,6,9.29,8.68,0.46,0.15,,0,30.4533618601484,56.4033585,5810,0.4,0.06,0.01,0.06,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,3.20957099721238,0,,0.003770557908216,0.10543761935437,1.64181586320942,0.635160525,,,0.149659637087075,1.023631556,,8.733,4.027,37.08,4,37.9,0,-1.856730802,5220,-0.00011,4.43E-06,-9.3E-05,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,8.555555555,-0.212364414,3.43E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842400,"+41.8628157,-088.0907291",82.1,8.9,2.1,4.8,4.2,26.6,74,1.51,0,150.68,4.65,1,5.345201612,0,6,10.77,10.2,0.41,0.17,,3,441.301396992569,52.8133392,9360,0.4,0.06,0.01,0.05,0.07,0.008,0.02,0.03,30,9.91791983,4.452574526,9.03223159596863,0,,0.037630301657454,0.122841061753401,3.54344702601574,0.435723997,,,0.147378627199686,0.578706546,,8.567,3.921,37.06,3,43.2,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000128,0,2,4,21662611.62,0.5,0.031368797,640314683084,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,8.555555555,-0.212364414,1.83E-08,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842500,"+41.8646407,-088.1091129",85.7,8.6,2.4,5.1,5.1,29.7,74,1.51,0,181.85,4.4,1,3.854756026,0,6,11.64,11.26,0.27,0.11,,5,377.458961293059,54.3224297,7020,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,3.49043472896492,0,,,0.147119197547524,3.77828055026282,1.512681465,,,0.16277905837579,0.978118831,,8.667,3.83,37.05,4,48.7,0.1,-1.856730802,5220,-1E-04,4.43E-06,-0.000118,0,2,4,21662611.62,0.5,0.031368797,517252629248,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,8.944444444,-0.212364414,6.71E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842601,"+41.8227317,-088.1290914",81.3,8,1.8,3.9,3.8,26.4,74,1.44,0,111.7,3.95,1,4.136508017,18,6,27.11,25.62,1.14,0.35,,0,378.071717027456,55.4618111,5100,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,48.615884775067,0,0.34735168,0.034950402135519,0.207245273493784,2.60662981046904,0.681823955,,,0.54228292813846,0.227086545,0.212088284,8.528,3.812,37.16,5,18.7,26.4,-1.856730802,5220,-0.00011,4.43E-06,-9.35E-05,0,2,4,21662611.62,0.5,0.031368797,517252629248,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,8.555555555,-0.212364414,3.22E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842602,"+41.8450012,-088.1161880",82,8.1,2.3,4.6,5,30.7,74,1.43,0,140.72,4.4,1,3.131196218,0,6,12.55,12.12,0.34,0.1,,0,156.181888738732,52.9835205,6950,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,37.8973879557587,0,0.20700097,,0.205222426505637,2.39800228053319,0.915896605,,,0.461782613678907,0.03132572,0.032434586,8.442,3.741,37.31,6,26.9,0.3,-1.856730802,5220,-1E-04,4.43E-06,-0.000105,0,2,4,21662611.62,0.5,0.031368797,517252629248,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15,8.555555555,-0.212364414,4.91E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842603,"+41.8683269,-088.1315967",73.9,8.3,2.3,4.9,4.8,28.5,74,1.53,0,136.78,4.4,1,2.281060139,6,6,3.34,3.07,0.19,0.08,,3,50.9615692423793,51.6282387,7200,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,29.6366097896325,0,,0.219669210495071,0.181730138462922,4.55718075017475,2.50501968,,,0.191028447926203,0.927465514,,8.567,3.636,37.26,5,45.2,5.1,-1.856730802,5220,-0.00011,4.43E-06,-0.000143,0,2,4,21662611.62,0.5,0.031368797,517252629248,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.3333333333333,9.722222222,-0.212364414,5.12E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842604,"+41.8528499,-088.1418046",82.8,8.8,3.9,7.5,8.1,39.1,74,1.47,0,157.09,4.05,1,2.215078443,10,6,11.89,11.21,0.47,0.22,,0,388.51769974123,53.6174088,5700,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,47.6313353268937,0,0.214058874,0.114526775142132,0.239241181975111,3.30407762064029,1.888247379,,,0.388129519934317,0.254613878,,8.258,3.59,37.22,9,35.5,3.9,-1.856730802,5220,-1E-04,4.43E-06,-0.000128,0,2,4,21662611.62,0.5,0.031368797,517252629248,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,8.944444444,-0.212364414,1.86E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842605,"+41.8547713,-088.1218878",81.8,8.5,2.4,5.1,5,29.9,74,1.47,0,168.85,4.4,1,2.611785383,0,6,11.17,10.57,0.42,0.18,,0,740.720661067965,51.8887596,6180,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,5.16622095494118,0,,0.056621103290468,0.189027686186122,2.90072124603402,1.588606047,,,0.179143783572049,0.255952146,,8.45,3.704,37.01,2,37.4,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000131,0,2,4,21662611.62,0.5,0.031368797,517252629248,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,8.944444444,-0.212364414,3.17E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842702,"+41.8346697,-088.0917504",80.1,8.5,1.9,4.3,3.8,24.4,74,1.44,0,114.29,4.4,1,5.153749984,15,6,14.07,13.77,0.23,0.07,,0,223.079418863709,54.9567909,5640,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,45.7087259292674,0,,0.011307170811203,0.136878313129899,1.77501065505495,0.153730906,,,0.183105119819163,0.252563882,0.361668278,8.467,3.938,36.99,2,51.8,0,-1.856730802,5220,-0.00012,4.43E-06,-9.52E-05,0,2,4,21662611.62,0.5,0.031368797,640228373215,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,1.33E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842703,"+41.8500736,-088.0954072",80.6,8.3,2,4.3,4.1,28.1,74,1.43,0,161.15,4.4,1,4.628103111,13,6,8.11,7.79,0.24,0.08,,0,296.994321073628,54.4807892,6560,0.4,0.06,0.01,0.05,0.07,0.008,0.02,0.03,30,9.91791983,4.452574526,27.1270994267226,0,,0.021649521759537,0.14105777028056,2.00593531007411,0.310957074,,,0.153791039072662,0.117417668,0.053618204,8.6,3.849,37.02,3,42.3,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000152,0,2,4,21662611.62,0.5,0.031368797,628851977372,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,8.555555555,-0.212364414,8.79E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842704,"+41.8458367,-088.0829278",81.2,9.4,2.8,6.4,5.6,31.4,74,1.53,0,142.27,4.65,2,5.785226382,0,6,2.47,2.31,0.11,0.05,,0,32.1207705579514,51.5724602,7130,0.4,0.06,0.01,0.05,0.07,0.008,0.02,0.03,30,9.91791983,4.452574526,57.2667243165851,0,,0.0766964002898785,0.125899687856855,1.83913875926123,0.126205455,,,0.151409433565627,0.39264745,0.227599331,8.633,3.995,37.02,2,43.6,0.3,-1.856730802,5220,-0.00011,4.43E-06,-0.000112,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,2.05E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842706,"+41.8292151,-088.0518176",84.2,8.4,2.3,5.1,4.9,30.3,74,1.67,0,156.35,4.95,1,11.00610151,13,6,33.47,32.36,0.77,0.33,,0,568.493047775174,54.6866112,5930,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,22.0036984477972,0,,0.312612299939771,0.100043509231946,1.0518203084352,0.880282138,,0.082852066,0.205231745517095,1.452925033,0.513667636,8.85,4.175,36.93,3,21.1,28.7,-1.856730802,5220,-1E-04,4.43E-06,-0.000148,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,1.72E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842708,"+41.8459714,-088.0474190",81.8,8.1,2.3,4.7,4.9,31.1,74,1.64,0,164.52,4.53,1,12.4229112,,6,30.2,28.77,0.93,0.5,,0,643.103068114044,54.8643494,3020,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,38.1290846047496,0,,0.414226689238905,0.092067475957003,1.00006522129789,0.553238692,,,0.179149325390119,1.29745569,0.190304652,8.9,4.275,36.68,2,34.3,0.6,-1.856730802,5220,-0.00011,4.43E-06,-0.000115,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,2.35E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842709,"+41.8448464,-088.0374418",83.5,8.5,2.3,5,4.5,28.5,74,1.56,0,151.21,4.53,2,13.4725951,,6,52.45,48.76,1.94,1.75,,0,913.688679404456,55.6343803,4190,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,32.6098064177348,0,,0.025168861154463,0.084921249519231,1.19619808249568,0.576591363,,,0.179611986077096,1.410764837,0.119469717,8.917,4.342,36.72,3,35.3,0.6,-1.856730802,5220,-0.00011,4.43E-06,-0.000131,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,3.83E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842710,"+41.8440243,-088.0647113",82.9,8.6,3,6.1,6.1,32.8,74,1.64,0,148.71,4.65,1,8.13278431,,6,13.92,13.07,0.65,0.2,,0,142.926760455694,53.2243195,4710,0.4,0.06,0.01,0.06,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,45.8315894403345,0,,0.182966190969835,0.110251327140043,1.26414162881653,0.307431896,,,0.166073275796039,0.824444496,0.326994372,8.713,4.056,36.96,2,43.4,0.2,-1.856730802,5220,-0.00011,4.43E-06,-0.000138,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,1.95E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842711,"+41.8206692,-088.0925543",,8.1,2.2,4.5,4.7,30.3,74,1.47,0,124.78,4.45,1,6.688899073,,6,35.94,34.94,0.73,0.27,,0,484.11473248765,55.2174492,3940,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,30.3975780283016,0,,0.0072136338793835,0.127215297219821,1.59931220251009,0.521181626,,,0.28320275500161,0.766800679,0.692885438,8.739,4.016,37.12,8,18,19,-1.856730802,5220,-1E-04,4.43E-06,-6.26E-05,0,2,4,21662611.62,0.5,0.031368797,623201751881,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,7.84E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043842800,"+41.8969327,-087.9271276",83.2,8.2,2.4,4.9,5.2,30.3,74,2.2,0,154.82,5.43,1,4.932626088,8,6,75.77,66.14,3.27,6.36,,1,4252.25492734519,54.3587494,11000,0.5,0.09,0.02,0.07,0.1,0.02,0.03,0.06,30,9.91791983,4.452574526,2.44820310295632,0,3.278538167,0.618863046250724,0.047042351925728,7.20724993251132,4.764923172,0.30426098,0.39971339,2.66676920816243,3.859374215,0.080784887,9.058,5.361,35.69,5,44.9,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000103,0,2,4,21662611.62,0.5,0.031368797,491452865990,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,0,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043842900,"+41.8985462,-087.9410539",86.9,8.8,1.8,4.1,3.9,24.3,74,2.2,0,220.06,4.6,1,5.560118654,7,6,8.39,7.98,0.33,0.09,,6,311.525225764745,53.2255898,11200,0.5,0.09,0.02,0.08,0.1,0.02,0.03,0.05,30,9.91791983,4.452574526,1.50038077995118,0,1.731177068,1.73686392069156,0.048029838647758,6.18064191363134,4.207803059,0.122540211,0.284363376,2.60660258287071,3.615265598,,9.044,5.373,35.96,2,52.7,0,-1.856730802,5220,-0.00011,4.43E-06,-8.54E-05,0,2,4,21662611.62,0.5,0.031368797,483977313216,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,0,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043843000,"+41.8966758,-087.9587042",82.9,8.6,2.2,4.9,4.6,27.8,74,2.19,0,153.78,3.95,1,6.202872195,6,6,33.89,32.2,0.99,0.71,,4,681.74221444909,52.5813904,9350,0.4,0.08,0.02,0.07,0.09,0.02,0.03,0.04,30,9.91791983,4.452574526,5.47098520568234,0,0.396248024,4.81400826801521,0.050527536946889,4.62587367456353,5.58563697,,0.15192088,2.8591581025693,5.184710972,,8.958,5.169,35.25,3,49.6,2.7,-1.856730802,5220,-1E-04,4.43E-06,-9.8E-05,0,2,4,21662611.62,0.5,0.031368797,475316250730,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,1.82E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043843100,"+41.8987155,-087.9744917",76.9,9.3,2.8,6.6,5.7,30.6,74,1.69,0,152.12,3.95,2,5.090048347,10,6,13.84,13.02,0.55,0.26,,6,308.636526300763,51.2040596,6870,0.4,0.07,0.02,0.07,0.09,0.02,0.03,0.03,30,9.91791983,4.452574526,21.123657774286,0,,3.71689830268704,0.054733066404347,5.38443236503148,7.076052974,,,2.32517354428361,6.699833348,,8.967,5.059,34.74,1,54.2,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000133,0,2,4,21662611.62,0.5,0.031368797,487481721734,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,0,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043843200,"+41.8947669,-087.9866130",76.9,9.7,3,7.3,5.9,31.1,74,1.69,0,147.65,3,2,3.810124327,6,6,10.4,9.89,0.32,0.19,,2,179.252635338048,51.2370911,10300,0.4,0.07,0.02,0.07,0.09,0.02,0.03,0.03,30,9.91791983,4.452574526,54.5601822008298,0,,1.52722566197964,0.057756342148069,6.0357298204279,7.641297868,,,1.88559136482061,6.896366138,,8.867,4.938,35.05,4,51.6,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000107,0,2,4,21662611.62,0.5,0.031368797,457214818959,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,0,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043843301,"+41.9017473,-088.0056495",82.9,9.4,2.8,6.8,5.5,29.8,74,1.58,0,128.58,3,2,1.622206123,,6,15.35,13.65,1.05,0.65,,0,555.119063498581,48.7324905,7330,0.4,0.07,0.02,0.07,0.09,0.02,0.03,0.03,30,9.91791983,4.452574526,19.3274429787791,0,,0.605302681909623,0.06061876280944,7.76834417511446,8.588028255,,,1.95396418734473,8.231158471,,9,4.816,35.06,1,46.8,0,-1.856730802,5220,-0.00011,4.43E-06,-0.00012,0,2,4,21662611.62,0.5,0.031368797,494104500941,0.741350906,19.00101647,7.500286997,-31.86637956,3.819206372,3.602361807,14,8.555555555,-0.179511609,2.26E-07,-2.51842148,-0.122008683,34.60886926
IL,DuPage,17043843302,"+41.8941463,-088.0058277",81.7,8.6,2.3,5.3,4.8,28.7,74,1.58,0,,3.5,2,1.699134138,,6,5.69,5.69,0,0,,1,73.6058410455056,50.8052101,5570,0.4,0.06,0.02,0.07,0.09,0.02,0.03,0.03,30,9.91791983,4.452574526,4.97317383488164,0,,0.23296954149458,0.0633598205528615,5.49910796196411,8.006004683,,,1.6078957505219,6.956020524,,8.867,4.804,35.6,2,45.6,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000142,0,2,4,21662611.62,0.5,0.031368797,583153773105,0.741350906,18.98348666,7.49177094,-31.86495745,3.817280187,3.601389507,14,4.277777777,-0.177061282,0,-2.520005173,-0.122192551,34.6572521
IL,DuPage,17043843400,"+41.8979822,-088.0265194",80.5,8.7,2.4,5.6,5,30.5,74,1.56,0,148.74,3.7,2,2.862005391,0,6,20.25,19.31,0.58,0.36,,0,623.991108013411,49.4155197,6470,0.4,0.06,0.02,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,8.2343467015469,0,,0.000114052747283,0.06924342606609,5.19727375578188,6.800580064,,,1.05777944516265,6.35407877,,8.9,4.665,35.54,2,35.2,1.9,-1.856730802,5220,-1E-04,4.43E-06,-0.000117,0,2,4,21662611.62,0.5,0.031368797,571488800585,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,8.555555555,-0.212364414,3.32E-06,-2.497188091,-0.11954347,33.96017551
